09:40:09.057|Gt6e
09:40:09.057|nuyV
09:40:09.057|gkfv
09:40:09.898|Gt6e
09:40:09.898|nuyV
09:40:09.898|gkfv
09:40:10.418|Gt6e
09:40:10.418|nuyV
09:40:10.418|gkfv
09:40:11.079|Gt6e
09:40:11.079|nuyV
09:40:11.079|gkfv
09:40:11.670|Gt6e
09:40:11.670|nuyV
09:40:11.670|gkfv
09:40:12.210|Gt6e
09:40:12.210|nuyV
09:40:12.210|gkfv
09:40:13.051|Gt6e
09:40:13.051|nuyV
09:40:13.051|gkfv
09:40:13.572|Gt6e
09:40:13.572|nuyV
09:40:13.572|gkfv
09:40:14.282|Gt6e
09:40:14.282|nuyV
09:40:14.282|gkfv
09:40:14.943|Gt6e
09:40:14.943|nuyV
09:40:14.943|gkfv
09:40:15.473|Gt6e
09:40:15.473|nuyV
09:40:15.473|gkfv
09:40:15.473|nuyV
09:40:16.304|Gt6e
09:40:16.304|nuyV
09:40:16.304|gkfv
09:40:16.304|nuyV
09:40:17.125|Gt6e
09:40:17.125|nuyV
09:40:17.125|gkfv
09:40:17.125|nuyV
09:40:17.676|Gt6e
09:40:17.676|nuyV
09:40:17.676|gkfv
09:40:17.676|nuyV
09:40:18.626|Gt6e
09:40:18.626|nuyV
09:40:18.626|gkfv
09:40:18.626|nuyV
09:40:19.447|Gt6e
09:40:19.447|nuyV
09:40:19.447|gkfv
09:40:19.447|nuyV
09:40:19.988|Gt6e
09:40:19.988|nuyV
09:40:19.988|gkfv
09:40:19.988|nuyV
09:40:20.699|Gt6e
09:40:20.699|nuyV
09:40:20.699|gkfv
09:40:21.229|Gt6e
09:40:21.229|nuyV
09:40:21.229|gkfv
09:40:21.960|nuyV
09:40:21.960|gkfv
09:40:22.891|nuyV
09:40:22.891|gkfv
09:40:23.681|nuyV
09:40:23.681|gkfv
09:40:24.512|nuyV
09:40:24.512|gkfv
09:40:25.093|nuyV
09:40:25.093|gkfv
09:40:25.733|nuyV
09:40:25.733|gkfv
09:40:25.733|Gt6e
09:40:26.324|nuyV
09:40:26.324|gkfv
09:40:26.324|Gt6e
09:40:26.875|nuyV
09:40:26.875|gkfv
09:40:26.875|Gt6e
09:40:27.395|nuyV
09:40:27.395|gkfv
09:40:27.395|Gt6e
09:40:28.116|nuyV
09:40:28.116|gkfv
09:40:28.116|Gt6e
09:40:29.007|nuyV
09:40:29.007|gkfv
09:40:29.007|Gt6e
09:40:29.897|nuyV
09:40:29.897|gkfv
09:40:29.908|Gt6e
09:40:30.628|nuyV
09:40:30.628|gkfv
09:40:30.628|Gt6e
09:40:31.149|nuyV
09:40:31.149|gkfv
09:40:31.149|Gt6e
09:40:31.679|nuyV
09:40:31.679|gkfv
09:40:31.679|Gt6e
09:40:32.210|nuyV
09:40:32.210|gkfv
09:40:32.210|Gt6e
09:40:32.750|nuyV
09:40:32.750|gkfv
09:40:32.750|Gt6e
09:40:33.281|nuyV
09:40:33.281|gkfv
09:40:33.281|Gt6e
09:40:33.931|nuyV
09:40:33.931|gkfv
09:40:34.662|nuyV
09:40:34.662|gkfv
09:40:35.483|nuyV
09:40:35.483|gkfv
09:40:36.013|nuyV
09:40:36.013|gkfv
09:40:36.554|nuyV
09:40:36.554|gkfv
09:40:37.074|nuyV
09:40:37.074|gkfv
09:40:37.605|nuyV
09:40:37.605|gkfv
09:40:38.326|nuyV
09:40:38.326|gkfv
09:40:38.326|Gt6e
09:40:39.046|nuyV
09:40:39.046|gkfv
09:40:39.046|Gt6e
09:40:39.817|nuyV
09:40:39.817|gkfv
09:40:39.817|Gt6e
09:40:40.408|nuyV
09:40:40.408|gkfv
09:40:40.408|Gt6e
09:40:40.948|nuyV
09:40:40.948|gkfv
09:40:40.948|Gt6e
09:40:41.479|nuyV
09:40:41.479|gkfv
09:40:41.479|Gt6e
09:40:42.129|nuyV
09:40:42.139|gkfv
09:40:42.139|Gt6e
09:40:42.960|nuyV
09:40:42.960|gkfv
09:40:42.960|Gt6e
09:40:43.861|nuyV
09:40:43.861|gkfv
09:40:43.861|Gt6e
09:40:44.402|nuyV
09:40:44.402|gkfv
09:40:44.402|Gt6e
09:40:44.922|nuyV
09:40:44.922|gkfv
09:40:44.922|Gt6e
09:40:45.753|nuyV
09:40:45.753|gkfv
09:40:45.753|Gt6e
09:40:46.584|nuyV
09:40:46.584|gkfv
09:40:46.584|Gt6e
09:40:47.535|nuyV
09:40:47.535|gkfv
09:40:48.065|nuyV
09:40:48.065|gkfv
09:40:48.786|nuyV
09:40:48.786|gkfv
09:40:49.316|nuyV
09:40:49.316|gkfv
09:40:49.917|nuyV
09:40:49.917|gkfv
09:40:49.917|Gt6e
09:40:50.458|nuyV
09:40:50.458|gkfv
09:40:50.458|Gt6e
09:40:50.988|nuyV
09:40:50.988|gkfv
09:40:50.988|Gt6e
09:40:51.509|nuyV
09:40:51.509|gkfv
09:40:51.509|Gt6e
09:40:52.239|nuyV
09:40:52.239|gkfv
09:40:52.239|Gt6e
09:40:52.770|nuyV
09:40:52.770|gkfv
09:40:52.770|Gt6e
09:40:53.300|nuyV
09:40:53.300|gkfv
09:40:53.300|Gt6e
09:40:54.001|nuyV
09:40:54.001|gkfv
09:40:54.001|Gt6e
09:40:54.852|nuyV
09:40:54.852|gkfv
09:40:54.852|Gt6e
09:40:55.382|nuyV
09:40:55.382|gkfv
09:40:55.382|Gt6e
09:40:55.903|nuyV
09:40:55.903|gkfv
09:40:55.903|Gt6e
09:40:57.154|nuyV
09:40:57.154|gkfv
09:40:57.154|Gt6e
09:40:57.695|nuyV
09:40:57.695|gkfv
09:40:57.695|Gt6e
09:40:58.515|nuyV
09:40:58.515|gkfv
09:40:58.515|Gt6e
09:40:59.056|nuyV
09:40:59.056|gkfv
09:40:59.056|Gt6e
09:40:59.897|nuyV
09:40:59.897|gkfv
09:41:00.407|nuyV
09:41:00.407|gkfv
09:41:01.258|nuyV
09:41:01.258|gkfv
09:41:01.258|Gt6e
09:41:01.779|nuyV
09:41:01.779|gkfv
09:41:01.789|Gt6e
09:41:02.509|nuyV
09:41:02.509|gkfv
09:41:02.509|Gt6e
09:41:03.160|nuyV
09:41:03.160|gkfv
